13:27:59 16/01/2022,16:27:59 16/01/2022,-31.87,-69.85,137.00 Km,3.7 ML,70 km al E de Mina Los Pelambres
13:27:59 16/01/2022,16:27:59 16/01/2022,-31.87,-69.85,137.00 Km,3.7 ML,70 km al E de Mina Los Pelambres
13:27:59 16/01/2022,16:27:59 16/01/2022,-31.87,-69.85,137.00 Km,3.7 ML,70 km al E de Mina Los Pelambres
7,0, ,k,m, ,a,l, ,E, ,d,e, ,M,i,n,a, ,L,o,s, ,P,e,l,a,m,b,r,e,s
13:27:59 16/01/2022,16:27:59 16/01/2022,-31.87,-69.85,137.00 Km,3.7 ML
13:27:59 16/01/2022,16:27:59 16/01/2022,-31.87,-69.85,137.00 Km,3.7 ML,70 km al E de Mina Los Pelambres
